Step,Car_X,Car_Y,Lidar_Range,Lidar_Bearing
1,0,0.1,2.0930536,0.19252099
1,0,0.1,1.5743233,0.21002291
2,0,0.2,3.6592956,0.21002291
2,0,0.2,1.5756227,0.22752482
2,0,0.2,1.5786488,0.24502672
3,0,0.30000000000000004,3.7976792,0.19252099
3,0,0.30000000000000004,1.5930644,0.21002291
3,0,0.30000000000000004,1.574,0.22752482
3,0,0.30000000000000004,1.5786488,0.24502672
3,0,0.30000000000000004,3.2292957,0.26252863
4,0,0.4,3.6498358,0.21002291
4,0,0.4,1.5616227,0.22752482
4,0,0.4,1.5641322,0.24502672
5,0,0.5,3.789805,0.19252099
5,0,0.5,1.5810645,0.21002291
5,0,0.5,1.5616227,0.22752482
5,0,0.5,1.5641322,0.24502672
5,0,0.5,3.2173839,0.26252863
6,0,0.6000000000000001,3.670227,0.21002291
6,0,0.6000000000000001,1.4934455,0.22752482
6,0,0.6000000000000001,1.4920826,0.24502672
7,0,0.7000000000000001,3.7240043,0.21002291
7,0,0.7000000000000001,1.3994243,0.22752482
7,0,0.7000000000000001,1.3922786,0.24502672
7,0,0.7000000000000001,1.3994479,0.26252863
7,0,0.7000000000000001,2.9116678,0.28003055
8,0,0.8,1.3994243,0.22752482
8,0,0.8,1.3925663,0.24502672
8,0,0.8,2.591712,0.26252863
9,0,0.9,1.3950596,0.22752482
9,0,0.9,1.2819501,0.24502672
9,0,0.9,1.2811162,0.26252863
9,0,0.9,2.2345634,0.28003055
10,0,1.0,1.4043386,0.24502672
10,0,1.0,1.160155,0.26252863
10,0,1.0,1.3901161,0.28003055
11,0,1.1,1.3399014,0.26252863
11,0,1.1,1.0361688,0.28003055
11,0,1.1,1.0419031,0.29753244
12,0,1.2000000000000002,1.538824,0.24502672
12,0,1.2000000000000002,1.0415543,0.26252863
12,0,1.2000000000000002,1.0363432,0.28003055
12,0,1.2000000000000002,1.0419031,0.29753244
12,0,1.2000000000000002,1.5126134,0.31503436
13,0,1.3,1.5973638,0.26252863
