Step,Car_X,Car_Y,Lidar_Range,Lidar_Bearing
16,0,1.6,2.5935667,0.28003055
16,0,1.6,0.70887023,0.29753244
16,0,1.6,0.7006528,0.31503436
16,0,1.6,0.6963742,0.33253628
16,0,1.6,0.6949366,0.35003817
16,0,1.6,0.6991744,0.3675401
17,0,1.7000000000000002,0.6958913,0.33253628
17,0,1.7000000000000002,0.55843616,0.35003817
17,0,1.7000000000000002,0.5540168,0.3675401
17,0,1.7000000000000002,0.552,0.38504198
17,0,1.7000000000000002,0.55227,0.4025439
17,0,1.7000000000000002,0.5552925,0.42004582
18,0,1.8,1.569268,0.3675401
18,0,1.8,0.41756976,0.42004582
18,0,1.8,0.41233355,0.47255155
19,0,1.9000000000000001,0.9898009,0.38504198
19,0,1.9000000000000001,0.41240463,0.4375477
20,0,2.0,1.1706642,0.47255155
20,0,2.0,0.29445526,0.52505726
20,0,2.0,0.29123142,0.577563
20,0,2.0,0.2943613,0.6300687
20,0,2.0,1.3824025,0.68257445
21,0,2.1,0.69461775,0.4375477
21,0,2.1,0.32055274,0.49005345
21,0,2.1,0.31556648,0.5425592
21,0,2.1,0.31854972,0.5950649
22,0,2.2,0.6946177,0.4375477
22,0,2.2,0.32055274,0.49005345
22,0,2.2,0.31556648,0.5425592
22,0,2.2,0.31855896,0.5950649
23,0,2.3000000000000003,0.6946176,0.4375477
23,0,2.3000000000000003,0.32055274,0.49005345
23,0,2.3000000000000003,0.31556648,0.5425592
23,0,2.3000000000000003,0.3185682,0.5950649
24,0,2.4000000000000004,0.69461757,0.4375477
24,0,2.4000000000000004,0.32055274,0.49005345
24,0,2.4000000000000004,0.31556648,0.5425592
24,0,2.4000000000000004,0.31857744,0.5950649
25,0,2.5,0.6946175,0.4375477
25,0,2.5,0.32055274,0.49005345
25,0,2.5,0.31556648,0.5425592
25,0,2.5,0.31858668,0.5950649
26,0,2.6,0.69461745,0.4375477
26,0,2.6,0.32055274,0.49005345
26,0,2.6,0.31556648,0.5425592
26,0,2.6,0.31859592,0.5950649
27,0,2.7,0.6946174,0.4375477
27,0,2.7,0.32055274,0.49005345
27,0,2.7,0.31556648,0.5425592
27,0,2.7,0.31860515,0.5950649
28,0,2.8000000000000003,0.69461733,0.4375477
28,0,2.8000000000000003,0.32055274,0.49005345
28,0,2.8000000000000003,0.31556648,0.5425592
28,0,2.8000000000000003,0.3186144,0.5950649
29,0,2.9000000000000004,0.6946173,0.4375477
29,0,2.9000000000000004,0.32055274,0.49005345
29,0,2.9000000000000004,0.31556648,0.5425592
29,0,2.9000000000000004,0.31862363,0.5950649
30,0,3.0,0.6946172,0.4375477
30,0,3.0,0.32055274,0.49005345
30,0,3.0,0.31556648,0.5425592
30,0,3.0,0.31863287,0.5950649
31,0,3.1,0.69461715,0.4375477
31,0,3.1,0.32055274,0.49005345
31,0,3.1,0.31556648,0.5425592
31,0,3.1,0.3186421,0.5950649
32,0,3.2,0.6946171,0.4375477
32,0,3.2,0.32055274,0.49005345
32,0,3.2,0.31556648,0.5425592
32,0,3.2,0.31865135,0.5950649
33,0,3.3000000000000003,0.69461703,0.4375477
33,0,3.3000000000000003,0.32055274,0.49005345
33,0,3.3000000000000003,0.31556648,0.5425592
33,0,3.3000000000000003,0.3186606,0.5950649
34,0,3.4000000000000004,0.694617,0.4375477
34,0,3.4000000000000004,0.32055274,0.49005345
34,0,3.4000000000000004,0.31556648,0.5425592
34,0,3.4000000000000004,0.31866983,0.5950649
35,0,3.5,0.6946169,0.4375477
35,0,3.5,0.32055274,0.49005345
35,0,3.5,0.31556648,0.5425592
35,0,3.5,0.31867906,0.5950649
36,0,3.6,0.69461685,0.4375477
36,0,3.6,0.32055274,0.49005345
36,0,3.6,0.31556648,0.5425592
36,0,3.6,0.3186883,0.5950649
37,0,3.7,0.6946168,0.4375477
37,0,3.7,0.32055274,0.49005345
37,0,3.7,0.31556648,0.5425592
37,0,3.7,0.31869754,0.5950649
38,0,3.8000000000000003,0.69461673,0.4375477
38,0,3.8000000000000003,0.32055274,0.49005345
38,0,3.8000000000000003,0.31556648,0.5425592
38,0,3.8000000000000003,0.31870678,0.5950649
39,0,3.9000000000000004,0.6946167,0.4375477
39,0,3.9000000000000004,0.32055274,0.49005345
39,0,3.9000000000000004,0.31556648,0.5425592
39,0,3.9000000000000004,0.31871602,0.5950649
40,0,4.0,0.6946166,0.4375477
40,0,4.0,0.32055274,0.49005345
40,0,4.0,0.31556648,0.5425592
40,0,4.0,0.31872526,0.5950649
41,0,4.1000000000000005,0.69461656,0.4375477
41,0,4.1000000000000005,0.32055274,0.49005345
41,0,4.1000000000000005,0.31556648,0.5425592
41,0,4.1000000000000005,0.3187345,0.5950649
42,0,4.2,0.6946165,0.4375477
42,0,4.2,0.32055274,0.49005345
42,0,4.2,0.31556648,0.5425592
42,0,4.2,0.31874374,0.5950649
43,0,4.3,0.69461644,0.4375477
43,0,4.3,0.32055274,0.49005345
43,0,4.3,0.31556648,0.5425592
43,0,4.3,0.31875297,0.5950649
44,0,4.4,0.6946164,0.4375477
44,0,4.4,0.32055274,0.49005345
44,0,4.4,0.31556648,0.5425592
44,0,4.4,0.3187622,0.5950649
45,0,4.5,0.6946163,0.4375477
45,0,4.5,0.32055274,0.49005345
45,0,4.5,0.31556648,0.5425592
45,0,4.5,0.31877145,0.5950649
46,0,4.6000000000000005,0.69461626,0.4375477
46,0,4.6000000000000005,0.32055274,0.49005345
46,0,4.6000000000000005,0.31556648,0.5425592
46,0,4.6000000000000005,0.3187807,0.5950649
47,0,4.7,0.6946162,0.4375477
47,0,4.7,0.32055274,0.49005345
47,0,4.7,0.31556648,0.5425592
47,0,4.7,0.31878993,0.5950649
48,0,4.800000000000001,0.69461614,0.4375477
48,0,4.800000000000001,0.32055274,0.49005345
48,0,4.800000000000001,0.31556648,0.5425592
48,0,4.800000000000001,0.31879917,0.5950649
49,0,4.9,0.6946161,0.4375477
49,0,4.9,0.32055274,0.49005345
49,0,4.9,0.31556648,0.5425592
49,0,4.9,0.3188084,0.5950649
50,0,5.0,0.694616,0.4375477
50,0,5.0,0.32055274,0.49005345
50,0,5.0,0.31556648,0.5425592
50,0,5.0,0.31881765,0.5950649
51,0,5.1000000000000005,0.69461596,0.4375477
51,0,5.1000000000000005,0.32055274,0.49005345
51,0,5.1000000000000005,0.31556648,0.5425592
51,0,5.1000000000000005,0.31882688,0.5950649
52,0,5.2,0.6946159,0.4375477
52,0,5.2,0.32055274,0.49005345
52,0,5.2,0.31556648,0.5425592
52,0,5.2,0.31883612,0.5950649
53,0,5.300000000000001,0.69461584,0.4375477
53,0,5.300000000000001,0.32055274,0.49005345
53,0,5.300000000000001,0.31556648,0.5425592
53,0,5.300000000000001,0.31884536,0.5950649
54,0,5.4,0.6946158,0.4375477
54,0,5.4,0.32055274,0.49005345
54,0,5.4,0.31556648,0.5425592
54,0,5.4,0.3188546,0.5950649
55,0,5.5,0.6946157,0.4375477
55,0,5.5,0.32055274,0.49005345
55,0,5.5,0.31556648,0.5425592
55,0,5.5,0.31886384,0.5950649
56,0,5.6000000000000005,0.69461566,0.4375477
56,0,5.6000000000000005,0.32055274,0.49005345
56,0,5.6000000000000005,0.31556648,0.5425592
56,0,5.6000000000000005,0.31887308,0.5950649
57,0,5.7,0.6946156,0.4375477
57,0,5.7,0.32055274,0.49005345
57,0,5.7,0.31556648,0.5425592
57,0,5.7,0.31888232,0.5950649
58,0,5.800000000000001,0.69461554,0.4375477
58,0,5.800000000000001,0.32055274,0.49005345
58,0,5.800000000000001,0.31556648,0.5425592
58,0,5.800000000000001,0.31889156,0.5950649
59,0,5.9,0.6946155,0.4375477
59,0,5.9,0.32055274,0.49005345
59,0,5.9,0.31556648,0.5425592
59,0,5.9,0.3189008,0.5950649
60,0,6.0,0.6946154,0.4375477
60,0,6.0,0.32055274,0.49005345
60,0,6.0,0.31556648,0.5425592
60,0,6.0,0.31891003,0.5950649
61,0,6.1000000000000005,0.69461536,0.4375477
61,0,6.1000000000000005,0.32055274,0.49005345
61,0,6.1000000000000005,0.31556648,0.5425592
61,0,6.1000000000000005,0.31891927,0.5950649
62,0,6.2,0.6946153,0.4375477
62,0,6.2,0.32055274,0.49005345
62,0,6.2,0.31556648,0.5425592
62,0,6.2,0.3189285,0.5950649
63,0,6.300000000000001,0.69461524,0.4375477
63,0,6.300000000000001,0.32055274,0.49005345
63,0,6.300000000000001,0.31556648,0.5425592
63,0,6.300000000000001,0.31893775,0.5950649
64,0,6.4,0.6946152,0.4375477
64,0,6.4,0.32055274,0.49005345
64,0,6.4,0.31556648,0.5425592
64,0,6.4,0.318947,0.5950649
65,0,6.5,0.6946151,0.4375477
65,0,6.5,0.32055274,0.49005345
65,0,6.5,0.31556648,0.5425592
65,0,6.5,0.31895623,0.5950649
66,0,6.6000000000000005,0.69461507,0.4375477
66,0,6.6000000000000005,0.32055274,0.49005345
66,0,6.6000000000000005,0.31556648,0.5425592
66,0,6.6000000000000005,0.31896546,0.5950649
67,0,6.7,0.694615,0.4375477
67,0,6.7,0.32055274,0.49005345
67,0,6.7,0.31556648,0.5425592
67,0,6.7,0.3189747,0.5950649
68,0,6.800000000000001,0.69461495,0.4375477
68,0,6.800000000000001,0.32055274,0.49005345
68,0,6.800000000000001,0.31556648,0.5425592
68,0,6.800000000000001,0.31898394,0.5950649
69,0,6.9,0.6946149,0.4375477
69,0,6.9,0.32055274,0.49005345
69,0,6.9,0.31556648,0.5425592
69,0,6.9,0.31899318,0.5950649
70,0,7.0,0.5665605,0.45504963
70,0,7.0,0.31606844,0.50755537
70,0,7.0,0.3150169,0.5600611
70,0,7.0,1.1774904,0.6125668
71,0,7.1000000000000005,0.5701852,2.887815
71,0,7.1000000000000005,0.56238735,2.9053168
71,0,7.1000000000000005,0.5591455,2.922819
71,0,7.1000000000000005,0.558,2.9403207
71,0,7.1000000000000005,0.5590734,2.9578226
72,0,7.2,0.7896853,2.922819
72,0,7.2,0.65020657,2.9403207
72,0,7.2,0.6440817,2.9578226
72,0,7.2,0.642,2.9753246
72,0,7.2,0.64217985,2.9928265
72,0,7.2,1.762009,3.0103283
73,0,7.300000000000001,0.69912785,2.9403207
73,0,7.300000000000001,0.68467546,2.9578226
73,0,7.300000000000001,0.679531,2.9753246
73,0,7.300000000000001,0.678,2.9928265
73,0,7.300000000000001,0.6793549,3.0103283
73,0,7.300000000000001,0.6853462,3.0278304
73,0,7.300000000000001,0.7019724,3.0453322
74,0,7.4,0.68439424,2.9578226
74,0,7.4,0.6794326,2.9753246
74,0,7.4,0.678,2.9928265
74,0,7.4,0.67955166,3.0103283
74,0,7.4,0.6857672,3.0278304
75,0,7.5,1.1392614,2.9928265
75,0,7.5,0.8115903,3.0103283
75,0,7.5,0.80646944,3.0278304
75,0,7.5,0.80790067,3.0453322
75,0,7.5,0.8708355,3.062834
76,0,7.6000000000000005,0.9217757,3.0103283
76,0,7.6000000000000005,0.8379724,3.0278304
76,0,7.6000000000000005,0.836134,3.0453322
76,0,7.6000000000000005,0.83943826,3.062834
77,0,7.7,1.9346853,2.9928265
77,0,7.7,0.83878005,3.0103283
77,0,7.7,0.8383768,3.0278304
78,0,7.800000000000001,0.94142324,3.062834
78,0,7.800000000000001,0.938,3.0803359
78,0,7.800000000000001,0.942569,3.097838
78,0,7.800000000000001,0.9590272,3.1153398
79,0,7.9,1.616286,3.0803359
79,0,7.9,1.050816,3.097838
79,0,7.9,1.0551733,3.1153398
80,0,8.0,1.1962535,3.1153398
80,0,8.0,2.4146907,3.1328416
81,0,8.1,1.2031404,3.097838
81,0,8.1,1.1963191,3.1153398
81,0,8.1,1.2005398,3.1328416
81,0,8.1,3.0307317,3.1503437
82,0,8.200000000000001,1.3244373,3.1153398
82,0,8.200000000000001,1.3188304,3.1328416
83,0,8.3,2.4782367,3.1328416
83,0,8.3,1.4486028,3.1503437
83,0,8.3,1.4736094,3.1678455
84,0,8.4,2.4012828,3.1153398
84,0,8.4,1.4497639,3.1328416
84,0,8.4,1.4487648,3.1503437
84,0,8.4,1.4746758,3.1678455
85,0,8.5,2.3439343,3.1328416
85,0,8.5,1.5914608,3.1503437
85,0,8.5,1.5972482,3.1678455
86,0,8.6,1.9202619,3.1503437
86,0,8.6,1.7340877,3.1678455
86,0,8.6,2.7789083,3.1853473
87,0,8.700000000000001,1.8931596,3.1503437
87,0,8.700000000000001,2.5359216,3.1678455
88,0,8.8,2.0082033,3.1678455
88,0,8.8,2.0152504,3.1853473
89,0,8.9,2.0162992,3.1853473
89,0,8.9,3.82009,3.2028494
90,0,9.0,2.156485,3.1678455
90,0,9.0,2.1503828,3.1853473
91,0,9.1,3.3047652,3.1678455
91,0,9.1,2.1507761,3.1853473
92,0,9.200000000000001,3.0970316,3.1678455
92,0,9.200000000000001,2.292,3.1853473
94,0,9.4,2.7221694,3.2028494
94,0,9.4,2.6155686,3.2203512
95,0,9.5,2.5528605,3.2028494
95,0,9.5,3.3795993,3.2203512
97,0,9.700000000000001,2.8302133,3.2028494
99,0,9.9,2.9667053,3.2028494
102,0,10.200000000000001,3.2279208,3.2203512
103,0,10.3,3.990415,3.2028494
103,0,10.3,3.3700068,3.2203512
104,0,10.4,3.370269,3.2203512
105,0,10.5,3.7854555,3.2028494
105,0,10.5,3.5285506,3.2203512
